Temperament;plot_ref;Proportion;Type_Proportion;Type_subdivision
héliophile;WWF-DIAF_08_02_Principal;9,27835051546392;ind.rel;3
héliophile non pionnière;WWF-DIAF_08_02_Principal;17,7319587628866;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_08_02_Principal;72,9896907216495;ind.rel;3
héliophile;WWF-DIAF_11_05_Principal;3,44827586206897;ind.rel;3
héliophile non pionnière;WWF-DIAF_11_05_Principal;10,1419878296146;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_11_05_Principal;86,4097363083164;ind.rel;3
héliophile;WWF-DIAF_13_07_Principal;0,540540540540541;ind.rel;3
héliophile non pionnière;WWF-DIAF_13_07_Principal;21,6216216216216;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_13_07_Principal;77,8378378378378;ind.rel;3
héliophile;WWF-DIAF_14_08_Principal;1,88087774294671;ind.rel;3
héliophile non pionnière;WWF-DIAF_14_08_Principal;16,3009404388715;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_14_08_Principal;81,8181818181818;ind.rel;3
héliophile;WWF-DIAF_15_09_Principal;15,8208955223881;ind.rel;3
héliophile non pionnière;WWF-DIAF_15_09_Principal;18,2089552238806;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_15_09_Principal;65,9701492537314;ind.rel;3
héliophile;WWF-DIAF_16_10_Principal;22,093023255814;ind.rel;3
héliophile non pionnière;WWF-DIAF_16_10_Principal;32,5581395348837;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_16_10_Principal;45,3488372093023;ind.rel;3
héliophile;WWF-DIAF_17_11_Principal;3,91061452513967;ind.rel;3
héliophile non pionnière;WWF-DIAF_17_11_Principal;9,49720670391061;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_17_11_Principal;86,5921787709497;ind.rel;3
héliophile;WWF-DIAF_supp1_Principal;10,2702702702703;ind.rel;3
héliophile non pionnière;WWF-DIAF_supp1_Principal;5,40540540540541;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_supp1_Principal;84,3243243243243;ind.rel;3
héliophile;WWF-DIAF_supp2_Principal;16,6172106824926;ind.rel;3
héliophile non pionnière;WWF-DIAF_supp2_Principal;54,3026706231454;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_supp2_Principal;29,080118694362;ind.rel;3
